ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
11,2021,2,Manchester United,Crystal Palace,0,1,0,1,3,1.2,1.6,75,25,Harry Maguire,4-2-3-1,17,4,20.2,1,0,0,Wilfried Zaha,4-4-2,13,4,18.6,0,1,1,Martin Atkinson,2020-09-19,Sat,17:30
37,2021,4,Manchester United,Tottenham Hotspur,0,1,0,1,6,0.9,3.4,39,61,Harry Maguire,4-2-3-1,4,1,25.4,0,1,1,Hugo Lloris,4-3-3,21,7,16.4,1,1,1,Anthony Taylor,2020-10-04,Sun,16:30
52,2021,6,Manchester United,Chelsea,0,0,1,0,0,0.6,0.2,51,49,Harry Maguire,4-2-3-1,14,4,17.9,0,0,0,César Azpilicueta,3-4-3,6,1,20.3,0,0,0,Martin Atkinson,2020-10-24,Sat,17:30
65,2021,7,Manchester United,Arsenal,0,1,0,0,1,0.4,1.0,54,46,Harry Maguire,4-1-2-1-2◆,8,2,19.9,0,0,0,Pierre-Emerick Aubameyang,3-4-3,6,1,24.6,0,1,1,Mike Dean,2020-11-01,Sun,16:30
82,2021,9,Manchester United,West Bromwich Albion,1,0,0,1,0,2.4,0.6,63,37,Harry Maguire,4-2-3-1,16,6,18.4,1,1,1,Kyle Bartley,5-4-1,7,2,15.2,0,0,0,David Coote,2020-11-21,Sat,20:00
111,2021,12,Manchester United,Manchester City,0,0,1,0,0,0.6,1.3,46,54,Harry Maguire,4-2-3-1,11,2,17.2,1,0,0,Fernandinho,4-2-3-1,9,2,18.3,1,0,0,Chris Kavanagh,2020-12-12,Sat,17:30
134,2021,14,Manchester United,Leeds United,1,0,0,6,2,3.6,1.8,41,59,Harry Maguire,4-2-3-1,25,13,15.9,0,1,1,Liam Cooper,4-1-4-1,17,4,13.9,0,0,0,Anthony Taylor,2020-12-20,Sun,16:30
154,2021,16,Manchester United,Wolverhampton Wanderers,1,0,0,1,0,1.5,0.5,58,42,Harry Maguire,4-2-3-1,11,3,17.3,0,0,0,Conor Coady,3-4-1-2,9,5,18.3,0,0,0,Jonathan Moss,2020-12-29,Tue,20:00
157,2021,17,Manchester United,Aston Villa,1,0,0,2,1,2.1,1.4,48,52,Harry Maguire,4-2-3-1,18,8,18.5,0,1,1,Jack Grealish,4-2-3-1,15,5,14.4,1,0,0,Michael Oliver,2021-01-01,Fri,20:00
194,2021,20,Manchester United,Sheffield United,0,1,0,1,2,1.1,1.0,75,25,Harry Maguire,4-2-3-1,16,4,18.9,2,0,0,Billy Sharp,3-5-2,5,3,13.4,0,0,0,Peter Bankes,2021-01-27,Wed,20:15
209,2021,22,Manchester United,Southampton,1,0,0,9,0,4.7,0.5,74,26,Harry Maguire,4-2-3-1,23,13,17.1,1,1,1,James Ward-Prowse,4-4-2,3,1,21.6,1,0,0,Mike Dean,2021-02-02,Tue,20:15
220,2021,23,Manchester United,Everton,0,0,1,3,3,1.8,1.5,61,39,Harry Maguire,4-2-3-1,14,5,15.2,1,0,0,Lucas Digne,4-3-1-2,6,3,13.7,0,0,0,Jonathan Moss,2021-02-06,Sat,20:00
246,2021,25,Manchester United,Newcastle United,1,0,0,3,1,1.7,0.4,71,29,Harry Maguire,4-2-3-1,14,6,19.1,0,1,1,Jamaal Lascelles,4-3-1-2,10,6,23.0,0,0,0,Paul Tierney,2021-02-21,Sun,19:00
285,2021,28,Manchester United,West Ham United,1,0,0,1,0,1.5,0.6,61,39,Harry Maguire,4-2-3-1,15,4,18.0,0,0,0,Mark Noble,3-1-4-2,7,0,14.0,0,0,0,Martin Atkinson,2021-03-14,Sun,19:15
298,2021,30,Manchester United,Brighton And Hove Albion,1,0,0,2,1,1.5,1.2,57,43,Harry Maguire,4-2-3-1,15,7,18.4,0,0,0,Lewis Dunk,3-4-1-2,5,3,10.3,0,0,0,Mike Dean,2021-04-04,Sun,19:30
315,2021,32,Manchester United,Burnley,1,0,0,3,1,2.5,0.9,69,31,Harry Maguire,4-2-3-1,17,8,12.9,0,0,0,Ben Mee,4-4-1-1,10,3,19.0,0,0,0,Jonathan Moss,2021-04-18,Sun,16:00
348,2021,36,Manchester United,Leicester City,0,1,0,1,2,0.2,0.9,53,47,Nemanja Matić,4-2-3-1,4,1,12.3,0,0,0,Kasper Schmeichel,4-4-2,12,3,20.3,1,0,0,Craig Pawson,2021-05-11,Tue,18:00
352,2021,34,Manchester United,Liverpool,0,1,0,2,4,1.9,2.7,53,47,Bruno Fernandes,4-2-3-1,18,2,15.5,1,0,0,Georginio Wijnaldum,4-3-3,17,8,14.9,0,0,0,Anthony Taylor,2021-05-13,Thu,20:15
361,2021,37,Manchester United,Fulham,0,0,1,1,1,0.9,0.9,57,43,Bruno Fernandes,4-2-3-1,13,6,21.7,2,0,0,Tim Ream,3-4-3,8,5,16.8,0,0,0,Lee Mason,2021-05-18,Tue,18:00
382,2022,1,Manchester United,Leeds United,1,0,0,5,1,1.5,0.5,49,51,Harry Maguire,4-2-3-1,16,8,18.2,0,0,0,Liam Cooper,4-1-4-1,10,3,21.3,0,0,0,Paul Tierney,2021-08-14,Sat,12:30
412,2022,4,Manchester United,Newcastle United,1,0,0,4,1,2.5,0.4,63,37,Harry Maguire,4-2-3-1,21,6,20.5,0,0,0,Jamaal Lascelles,5-4-1,12,3,22.5,0,0,0,Anthony Taylor,2021-09-11,Sat,15:00
432,2022,6,Manchester United,Aston Villa,0,1,0,0,1,2.2,1.0,59,41,Harry Maguire,4-2-3-1,27,4,19.7,2,0,1,Tyrone Mings,3-5-2,7,3,14.1,1,0,0,Mike Dean,2021-09-25,Sat,12:30
441,2022,7,Manchester United,Everton,0,0,1,1,1,1.0,1.3,72,28,Bruno Fernandes,4-2-3-1,13,6,15.1,0,0,0,Lucas Digne,4-4-1-1,12,2,14.5,0,0,0,Michael Oliver,2021-10-02,Sat,12:30
470,2022,9,Manchester United,Liverpool,0,1,0,0,5,1.6,3.4,38,62,Harry Maguire,4-2-3-1,12,3,15.5,0,0,0,Jordan Henderson,4-3-3,19,8,16.6,0,0,0,Anthony Taylor,2021-10-24,Sun,16:30
