ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
7,2021,1,Sheffield United,Wolverhampton Wanderers,0,1,0,0,2,1.0,1.4,55,45,Billy Sharp,3-5-2,9,1,12.9,0,0,0,Conor Coady,3-4-3,11,4,17.2,0,0,0,Mike Dean,2020-09-14,Mon,18:00
17,2021,2,Aston Villa,Sheffield United,1,0,0,1,0,1.0,0.9,71,29,Jack Grealish,4-3-3,18,2,17.4,0,0,0,John Egan,3-5-2,3,0,20.2,0,0,1,Graham Scott,2020-09-21,Mon,18:00
23,2021,3,Sheffield United,Leeds United,0,1,0,0,1,1.4,1.2,36,64,David McGoldrick,3-5-2,14,4,16.7,0,0,0,Liam Cooper,3-1-4-2,17,8,19.0,0,0,0,Paul Tierney,2020-09-27,Sun,12:00
36,2021,4,Arsenal,Sheffield United,1,0,0,2,1,0.6,0.2,64,36,Pierre-Emerick Aubameyang,4-3-3,6,5,16.3,0,0,0,John Egan,3-5-2,6,2,24.7,0,0,0,Lee Mason,2020-10-04,Sun,14:00
43,2021,5,Sheffield United,Fulham,0,0,1,1,1,1.7,1.5,42,58,John Egan,3-5-2,9,5,20.1,0,1,1,Tom Cairney,3-4-3,14,6,18.8,1,0,1,Andre Marriner,2020-10-18,Sun,12:00
53,2021,6,Liverpool,Sheffield United,1,0,0,2,1,2.3,1.6,62,38,Jordan Henderson,4-2-3-1,17,5,18.8,1,0,0,John Egan,3-5-2,12,1,18.5,0,1,1,Mike Dean,2020-10-24,Sat,20:00
60,2021,7,Sheffield United,Manchester City,0,1,0,0,1,0.5,1.6,35,65,John Egan,5-3-2,3,1,18.3,0,0,0,Kevin De Bruyne,4-3-3,16,8,18.5,2,0,0,Michael Oliver,2020-10-31,Sat,12:30
73,2021,8,Chelsea,Sheffield United,1,0,0,4,1,2.2,0.4,69,31,Thiago Silva,4-3-3,20,9,17.0,1,0,0,John Egan,3-5-2,6,3,18.0,0,0,0,Jonathan Moss,2020-11-07,Sat,17:30
84,2021,9,Sheffield United,West Ham United,0,1,0,0,1,0.9,2.1,51,49,John Egan,3-5-2,9,5,17.6,0,0,0,Declan Rice,3-4-3,15,3,12.3,0,0,0,Martin Atkinson,2020-11-22,Sun,14:00
93,2021,10,West Bromwich Albion,Sheffield United,1,0,0,1,0,1.2,2.9,49,51,Kyle Bartley,3-4-1-2,17,6,17.1,1,0,0,John Egan,3-5-2,21,5,15.0,0,0,0,Mike Dean,2020-11-28,Sat,20:00
104,2021,11,Sheffield United,Leicester City,0,1,0,1,2,0.2,1.4,31,69,John Egan,5-3-2,4,1,14.9,0,0,0,Kasper Schmeichel,3-4-3,13,4,18.4,1,0,0,Stuart Attwell,2020-12-06,Sun,14:15
113,2021,12,Southampton,Sheffield United,1,0,0,3,0,2.0,0.3,67,33,James Ward-Prowse,4-4-2,16,6,17.0,1,0,0,Billy Sharp,5-3-2,3,0,11.2,0,0,0,Andy Madley,2020-12-13,Sun,12:00
127,2021,13,Sheffield United,Manchester United,0,1,0,2,3,1.5,1.9,40,60,John Egan,5-3-2,12,6,15.8,1,0,0,Harry Maguire,4-2-3-1,15,8,18.4,1,0,0,Michael Oliver,2020-12-17,Thu,20:00
132,2021,14,Brighton And Hove Albion,Sheffield United,0,0,1,1,1,2.8,0.5,73,27,Lewis Dunk,3-4-3,21,4,14.0,0,0,0,John Egan,5-3-2,5,3,26.0,1,0,0,Peter Bankes,2020-12-20,Sun,12:00
143,2021,15,Sheffield United,Everton,0,1,0,0,1,1.4,0.7,44,56,John Egan,3-4-3,10,1,12.6,0,0,0,Gylfi Sigurðsson,4-2-3-1,7,3,19.9,0,0,0,David Coote,2020-12-26,Sat,20:00
151,2021,16,Burnley,Sheffield United,1,0,0,1,0,1.0,0.7,37,63,Ben Mee,4-4-2,5,3,11.8,1,0,0,John Egan,3-4-3,7,2,16.6,0,0,0,Chris Kavanagh,2020-12-29,Tue,18:00
159,2021,17,Crystal Palace,Sheffield United,1,0,0,2,0,0.6,0.4,44,56,Luka Milivojević,4-4-2,9,4,17.9,0,0,0,John Egan,3-5-2,7,2,19.4,0,0,0,Stuart Attwell,2021-01-02,Sat,15:00
165,2021,18,Sheffield United,Newcastle United,1,0,0,1,0,2.1,0.6,65,35,John Egan,3-5-2,16,3,17.0,0,1,1,Federico Fernández,5-4-1,7,3,22.6,2,0,0,Andy Madley,2021-01-12,Tue,18:00
176,2021,19,Sheffield United,Tottenham Hotspur,0,1,0,1,3,0.9,1.0,43,57,John Egan,3-5-2,15,5,21.1,0,0,0,Hugo Lloris,3-4-3,14,5,22.1,0,0,0,Andre Marriner,2021-01-17,Sun,14:00
194,2021,20,Manchester United,Sheffield United,0,1,0,1,2,1.1,1.0,75,25,Harry Maguire,4-2-3-1,16,4,18.9,2,0,0,Billy Sharp,3-5-2,5,3,13.4,0,0,0,Peter Bankes,2021-01-27,Wed,20:15
198,2021,21,Manchester City,Sheffield United,1,0,0,1,0,1.5,0.2,75,25,Fernandinho,4-3-3,10,5,17.2,0,0,0,John Egan,5-3-2,4,1,23.2,0,0,0,David Coote,2021-01-30,Sat,15:00
207,2021,22,Sheffield United,West Bromwich Albion,1,0,0,2,1,1.3,1.6,68,32,Billy Sharp,3-5-2,14,6,16.8,1,0,0,Jake Livermore,4-4-1-1,8,4,13.6,0,0,0,Paul Tierney,2021-02-02,Tue,18:00
