ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeAcc,HomeDef,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayAcc,AwayDef,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
16,2021,2,Leicester City,Burnley,1,0,0,4,2,1.2,1.4,67,33,Kasper Schmeichel,4-1-4-1,14,6,0.4285714285714285,0.6,14.5,0,0,0,Ashley Westwood,4-4-2,16,5,0.3125,0.3333333333333333,16.4,1,0,0,Lee Mason,2020-09-20,Sun,19:00
32,2021,4,Newcastle United,Burnley,1,0,0,3,1,1.8,0.4,48,52,Jonjo Shelvey,4-4-2,9,4,0.4444444444444444,0.6666666666666666,19.8,0,1,1,Ashley Westwood,4-4-2,7,3,0.4285714285714285,0.25,13.4,0,0,0,David Coote,2020-10-03,Sat,20:00
47,2021,5,West Bromwich Albion,Burnley,0,0,1,0,0,0.8,1.1,57,43,Jake Livermore,4-1-4-1,13,6,0.4615384615384615,1.0,17.3,0,0,0,Ashley Westwood,4-4-2,9,4,0.4444444444444444,1.0,16.1,1,0,0,Anthony Taylor,2020-10-19,Mon,17:30
69,2021,8,Brighton And Hove Albion,Burnley,0,0,1,0,0,1.5,0.5,59,41,Adam Webster,5-3-2,19,3,0.1578947368421052,1.0,17.1,1,0,0,Ben Mee,4-4-2,4,1,0.25,1.0,11.7,0,0,0,Mike Dean,2020-11-06,Fri,17:30
91,2021,10,Manchester City,Burnley,1,0,0,5,0,1.7,0.5,68,32,Kevin De Bruyne,4-2-3-1,19,6,0.3157894736842105,1.0,16.4,0,0,0,Ben Mee,4-4-1-1,9,1,0.1111111111111111,0.1666666666666666,19.9,1,0,0,Lee Mason,2020-11-28,Sat,15:00
116,2021,12,Arsenal,Burnley,0,1,0,0,1,1.6,1.4,65,35,Pierre-Emerick Aubameyang,4-2-3-1,18,6,0.3333333333333333,0.5,17.6,0,0,0,Ben Mee,4-4-1-1,10,2,0.2,1.0,15.9,0,0,0,Graham Scott,2020-12-13,Sun,19:15
126,2021,13,Aston Villa,Burnley,0,0,1,0,0,1.5,0.3,59,41,Jack Grealish,4-2-3-1,27,6,0.2222222222222222,1.0,17.0,1,0,0,Ben Mee,4-4-2,6,4,0.6666666666666666,1.0,19.7,1,0,0,Craig Pawson,2020-12-17,Thu,18:00
144,2021,15,Leeds United,Burnley,1,0,0,1,0,1.9,1.5,51,49,Luke Ayling,3-3-3-1,10,3,0.3,1.0,21.1,0,1,1,Ben Mee,4-4-2,14,6,0.4285714285714285,0.6666666666666666,16.1,0,0,0,Robert Jones,2020-12-27,Sun,12:00
172,2021,19,West Ham United,Burnley,1,0,0,1,0,1.7,0.5,45,55,Declan Rice,4-2-3-1,15,3,0.2,1.0,12.9,1,0,0,Ben Mee,4-4-2,10,2,0.2,0.6666666666666666,24.2,1,0,0,Chris Kavanagh,2021-01-16,Sat,15:00
184,2021,18,Liverpool,Burnley,0,1,0,0,1,1.6,1.1,72,28,Georginio Wijnaldum,4-3-3,27,6,0.2222222222222222,0.6666666666666666,18.6,0,0,0,Ben Mee,4-4-2,5,3,0.6,1.0,18.2,0,1,1,Mike Dean,2021-01-21,Thu,20:00
202,2021,21,Chelsea,Burnley,1,0,0,2,0,1.2,0.2,70,30,César Azpilicueta,3-4-3,19,8,0.4210526315789473,0.0,16.7,0,0,0,Ben Mee,4-4-2,1,0,0.0,0.75,5.3,0,0,0,Graham Scott,2021-01-31,Sun,12:00
227,2021,24,Crystal Palace,Burnley,0,1,0,0,3,0.5,1.4,54,46,Luka Milivojević,4-4-2,13,3,0.2307692307692307,0.25,18.6,0,0,0,Ben Mee,4-4-2,16,4,0.25,1.0,17.7,0,0,0,Michael Oliver,2021-02-13,Sat,15:00
255,2021,26,Tottenham Hotspur,Burnley,1,0,0,4,0,2.1,0.7,58,42,Hugo Lloris,4-2-3-1,16,7,0.4375,1.0,18.9,0,0,0,Ben Mee,4-4-2,10,3,0.3,0.4285714285714285,19.3,0,0,0,Kevin Friend,2021-02-28,Sun,14:00
280,2021,28,Everton,Burnley,0,1,0,1,2,1.5,0.8,65,35,Lucas Digne,4-1-2-1-2◆,14,4,0.2857142857142857,0.6,16.6,0,0,0,Ben Mee,4-4-2,14,5,0.3571428571428571,0.75,19.1,1,0,0,Jonathan Moss,2021-03-13,Sat,17:30
295,2021,30,Southampton,Burnley,1,0,0,3,2,2.2,1.5,53,47,James Ward-Prowse,4-4-2,24,8,0.3333333333333333,0.5,19.0,0,0,0,Ben Mee,4-4-2,6,4,0.6666666666666666,0.625,16.7,0,1,1,Andre Marriner,2021-04-04,Sun,12:00
