ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
8,2021,1,Brighton And Hove Albion,Chelsea,0,1,0,1,3,1.1,1.2,52,48,Lewis Dunk,3-5-2,13,3,17.6,0,0,0,Jorginho,4-2-2-2,9,4,21.3,0,1,1,Craig Pawson,2020-09-14,Mon,20:15
19,2021,3,Brighton And Hove Albion,Manchester United,0,1,0,2,3,2.5,1.5,53,47,Lewis Dunk,3-4-3,17,4,16.5,0,1,1,Harry Maguire,4-2-3-1,6,2,18.2,0,1,1,Chris Kavanagh,2020-09-26,Sat,12:30
57,2021,6,Brighton And Hove Albion,West Bromwich Albion,0,0,1,1,1,0.5,0.4,50,50,Adam Webster,3-4-3,5,3,18.4,0,0,0,Jake Livermore,4-1-4-1,9,3,21.9,0,0,0,Jonathan Moss,2020-10-26,Mon,17:30
69,2021,8,Brighton And Hove Albion,Burnley,0,0,1,0,0,1.5,0.5,59,41,Adam Webster,5-3-2,19,3,17.1,1,0,0,Ben Mee,4-4-2,4,1,11.7,0,0,0,Mike Dean,2020-11-06,Fri,17:30
90,2021,10,Brighton And Hove Albion,Liverpool,0,0,1,1,1,2.3,0.2,40,60,Lewis Dunk,3-4-1-2,9,2,20.9,1,1,2,James Milner,4-3-3,6,2,21.1,0,0,0,Stuart Attwell,2020-11-28,Sat,12:30
107,2021,11,Brighton And Hove Albion,Southampton,0,1,0,1,2,1.9,1.4,48,52,Lewis Dunk,3-4-1-2,11,3,15.8,0,1,1,James Ward-Prowse,4-4-2,9,2,19.2,0,1,1,David Coote,2020-12-07,Mon,20:00
132,2021,14,Brighton And Hove Albion,Sheffield United,0,0,1,1,1,2.8,0.5,73,27,Lewis Dunk,3-4-3,21,4,14.0,0,0,0,John Egan,5-3-2,5,3,26.0,1,0,0,Peter Bankes,2020-12-20,Sun,12:00
153,2021,16,Brighton And Hove Albion,Arsenal,0,1,0,0,1,0.8,1.1,50,50,Lewis Dunk,3-5-2,13,2,13.9,0,0,0,Pierre-Emerick Aubameyang,4-2-3-1,11,3,14.5,1,0,0,Martin Atkinson,2020-12-29,Tue,18:00
160,2021,17,Brighton And Hove Albion,Wolverhampton Wanderers,0,0,1,3,3,2.2,1.6,54,46,Lewis Dunk,3-4-3,12,3,16.7,0,1,1,Conor Coady,4-2-3-1,10,3,19.7,0,1,1,Andy Madley,2021-01-02,Sat,17:30
192,2021,20,Brighton And Hove Albion,Fulham,0,0,1,0,0,1.8,0.5,50,50,Lewis Dunk,3-5-2,16,5,16.0,1,0,0,Joachim Andersen,3-4-3,10,2,16.8,0,0,0,Craig Pawson,2021-01-27,Wed,19:30
